date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:53:13	91577/91577	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:41:13%20GMT	https://www.w3schools.com/css/css_font_websafe.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_font_websafe.html	(from https://www.w3schools.com/css/)
21:53:13	88203/88203	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:33:12%20GMT	https://www.w3schools.com/css/css_font_fallbacks.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_font_fallbacks.html	(from https://www.w3schools.com/css/)
21:53:14	85157/85157	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:30:20%20GMT	https://www.w3schools.com/css/css_font_style.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_font_style.html	(from https://www.w3schools.com/css/)
21:53:14	87855/87855	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:14:12%20GMT	https://www.w3schools.com/css/css_font_size.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_font_size.html	(from https://www.w3schools.com/css/)
21:53:14	92116/92116	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:15:54%20GMT	https://www.w3schools.com/css/css_font_google.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_font_google.html	(from https://www.w3schools.com/css/)
21:53:15	96692/96692	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2011:08:02%20GMT	https://www.w3schools.com/css/css_font_pairings.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_font_pairings.html	(from https://www.w3schools.com/css/)
21:53:15	86185/86185	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:50:55%20GMT	https://www.w3schools.com/css/css_font_shorthand.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_font_shorthand.html	(from https://www.w3schools.com/css/)
21:53:15	89327/89327	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:18:00%20GMT	https://www.w3schools.com/css/css_icons.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_icons.html	(from https://www.w3schools.com/css/)
21:53:16	92262/92262	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:08:45%20GMT	https://www.w3schools.com/css/css_link.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_link.html	(from https://www.w3schools.com/css/)
21:53:16	92766/92766	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:10:01%20GMT	https://www.w3schools.com/css/css_list.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_list.html	(from https://www.w3schools.com/css/)
21:53:17	88545/88545	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:08:39%20GMT	https://www.w3schools.com/css/css_table.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_table.html	(from https://www.w3schools.com/css/)
21:53:17	85290/85290	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:31:52%20GMT	https://www.w3schools.com/css/css_table_size.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_table_size.html	(from https://www.w3schools.com/css/)
21:53:18	86489/86489	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:22:10%20GMT	https://www.w3schools.com/css/css_table_align.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_table_align.html	(from https://www.w3schools.com/css/)
21:53:18	88579/88579	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:37:44%20GMT	https://www.w3schools.com/css/css_table_style.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_table_style.html	(from https://www.w3schools.com/css/)
21:53:18	89822/89822	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:40:37%20GMT	https://www.w3schools.com/css/css_table_responsive.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_table_responsive.html	(from https://www.w3schools.com/css/)
21:53:19	92123/92123	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:07:25%20GMT	https://www.w3schools.com/css/css_display_visibility.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_display_visibility.html	(from https://www.w3schools.com/css/)
21:53:19	85305/85305	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:30:07%20GMT	https://www.w3schools.com/css/css_max-width.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_max-width.html	(from https://www.w3schools.com/css/)
21:53:19	94178/94178	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:04:01%20GMT	https://www.w3schools.com/css/css_positioning.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_positioning.html	(from https://www.w3schools.com/css/)
21:53:20	89379/89379	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:18:57%20GMT	https://www.w3schools.com/css/css_z-index.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_z-index.html	(from https://www.w3schools.com/css/)
21:53:20	92479/92479	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202022%2014:14:45%20GMT	https://www.w3schools.com/css/css_overflow.asp	C:/Users/leducphi/Desktop/Bootstrap3/css/www.w3schools.com/css/css_overflow.html	(from https://www.w3schools.com/css/)
